text,date
"Is Nathan there? I'm by crow",510207900
"We chillin at tree",510207927
"Sabrina is poopin ",510207931
"No longer poopin",510208087
"Nathan with yal?",510208106
Yes,510208125
"Ah ok.",510208134
"Il meet ya here",510208147
"@michael are you coming??",510208166
"We outside ",510208366
"Ok we upstairs now",510208612
"Oh god I just almost walked in on my sister boning this guy jack that she's been hooking up with ",510211457
"He sucks and he's always in our house and doesn't make any sense when he talks. ",510211547
"Maybe I'm being dramatic but having him sit on the couch with me and watch tv after I know they boned in the room next to me is getting so old ew ",510211636
"That was a lot of venting haha ",510212182
"everyone that’s free there’s a stan meeting at noon at his office!",510253999
"i totally forgot im off campus working on a project",510254693
"im sry guys",510254695
"Should I be getting pineapples for training",510255821
"/how many",510255828
"A mask for each steering?",510255896
"$4 each tho",510255905
"Oh don't do that then",510255925
"2? 3?",510255933
"I'll get 2? 3?",510255937
"Definitely some",510255939
Haha,510255941
"Emphasized “I'll get 2? 3?”",510255944
"got it jules ",510256268
"i'll reach out to her ",510256271
"￼",510256286
"also ",510256286
YESSSSS,510256309
"i got tattoos and weird sub glasses for all of us ",510256361
"anyone have a hawaiian shirt i can borrow? ",510256373
"face tats 4 all!",510256385
"should we tell them to bring towels i wonder",510256413
"it's gonna be cold ",510256445
"maybe not",510256449
"￼idk",510256473
"hm ",510256496
"Hey thnx again 4 listening to my ph last night its much appreciated. Also thanks for helping scheme w Nathan to get the location ",510257221
"Where is his office again",510257243
"/how do I get ther",510257262
"Greg said you need to drop by to get grad gear? I'm free after 1:30ish ",510257318
"Out address is 721 limit ave (behind the lofts)",510257336
"When can we get a final headcount? Has anyone heard from jun? ",510257425
"He's gonna let me know by the end of the day",510257591
"Yeah of course! It was awesome to hear it!",510260951
"did you guys figure out cars? I’m drafting an email right now for the whole trip, wanna send cars with it",510267137
"Eliot just assume jun is coming",510267162
"I'll do it now. I was waiting for jun before ",510267191
"By the way, emily was asking if she could bring her dog. I said it was probably fine as long as the people in her car were fine with it. Otherwise is there a reason she couldn't? ",510268148
"yeah it’s fine we already talked about it",510268167
"Meant to also ask Lucas - can you ask your friend who you're borrowing the car from if she's ok with a dog in it? ",510268226
"I think I figured out cars that will be good for break. I did it in the spreadsheet with the form responses in a new page. There are a couple things im not sure about-
Every car has at least 3 drivers except the other Thursday car and the Saturday car (coming back). I hope that's fine. There's no way to avoid this I think. 
Still have to make sure people are ok with the dog but that's not really a big deal. 

Take a look and let me know what you think",510269342
"Lol because now we know why he always feeds us that cider ",510269396
"It's all for the beer ",510269407
"￼Bold means they can drive ",510269478
"Also would the other Thursday car come to Moab with us or go straight to St George? The problem is that jun is the only one in that car who can lead so if they went to St George they'd be by themselves and not be able to do anything",510269603
"Ok I sent our applications to Bob",510269789
"and Stoney",510269873
"k hype",510269891
"haha what",510269916
"yeah might be too cold for swimming",510269936
hahaha,510269948
"jun emily and paulome car?",510269960
"thatl be interesting",510269972
"send em up ancient art",510269983
"Yeah. And Phoebe the dog ",510269985
"i can come by then if that still works",510269993
"you home now?",510271112
"eliot you home?",510271119
elliot*,510271123
"can i come by and grab that gear?",510271131
"Yeah.  And you were right te first time. It's Eliot ",510271143
"thats what i thought",510271159
"my contact is wrong i guess?",510271166
"Come around back. I'm in 3N ",510271180
"k on my way",510271198
"I'll be home in 20 minutes",510271329
"^@kristie that was mind opening",510271455
"(sent with Slam Effect)",510271455
"￼",510272811
"get ready friends ",510272820
"Loved an image",510272859
"Hey I can call you back in a bit. What's up?",510276630
"Can I get cooking class info?",510279067
"￼",510281782
"We just did a sunset surf sesh holy crap we need to go next time you're here ",510283136
"It's so beautiful right now I wish you were here so bad to see this! ",510283152
"Wanna try some aid in Zion?!?!",510283614
"reminder just in case to prep a little talk about the climbing experience for Sunday!",510286806
"Hi guys we talked about this a bit at the meeting today but just to fill in the rest of you Jolena texted me earlier today",510291668
"Saying basically she woke up sick and then got an exam back that she failed and has another exam on Monday that she is worried about and said that the stress is taking a toll on her health.
Then 'I really want to go on the trip this weekend but I have to prioritize school and I don't think I can miss all Saturday up to 3 on Sunday. Also I'm not in great health and these trips always take a lot out of me because I didn't know anyone coming in and I feel like I have to work harder than most people at the social aspect of WP. Everyone's amazing and welcoming but I'm not close with anyone and I feel pretty isolated most of the time, which can be exhausting and stressful.
What's your suggestion? I don't think I should go, but I'm really not avoiding responsibility. I just know I need to prioritize my health and school. And i won't gain anything from the trip if I'm sick and stressed. 
Thanks, sorry this is so long-winded 😬'",510292001
"So we've been texting a bit more but she just responded saying she decided not to come on the training but will come to the debrief ",510292046
"alright good dude! and we will make sure to be super inclusive with her like we were with val for a lil",510292265
"yeah I think she just needs some good luvin ",510292317
yes,510292404
" Yeah sure!",510294270
"What where did ya do it? That sounds amazing ",510294299
"I wish I was there!",510294307
"Going on a training trip tomorrow so I won't be in touch till Sunday, but il talk to you then!",510294342
"Hey all, let's meet early at 7 tomorrow morning to get all the gear set up",510294468
"Loved “yeah I think she just needs some good luvin ”",510295293
"Check out crack in the cosmic egg. I think you can bail from most belays",510297776
"i was about to send you a draft email",510297791
"Go for it",510297927
"Ok sent it",510298643
"Is there a spring break groupme i can't find it",510298655
"Haha you left the group. I'll add you",510298679
"oh haha",510298686
"Looks really good. We wanted to ask about dietary restrictions.",510298885
"oh yah we can add that, anything?",510298899
"I think everything is there",510299025
"ok il send it off",510299400
"have you looked into gear?",510299406
"how we doing on that stuff?",510299415
"We need a couple harnesses, sleeping bags, sleeping pads, and headlamps",510299463
"We're good on tents if you got those 6p's",510299482
"no i didn’t",510299501
"i could pay for them out of pocket, thats why I was trying to get the su meeting but that didn’t happen either",510299525
"I don't understand ",510299547
"What meeting?",510299556
"did you add me to spring break>",510299613
"Sweet sound sick! ",510299619
"Yeah I did",510299623
"It was at a different beach in Newport! ",510299692
"What are you up to tonight? ",510299723
"about to go to sleep cause i have that training trip, but figuring out spring break stuff",510299747
"I think something got fucked up with the email. The images aren't showing ",510299805
"￼",510299820
"i think its just cause its on ur phone",510299837
"look on ur computer",510299845
"about the gear, i was gonna buy it but I don’t have the money to buy it and get reimbursed, so I wanted to use SU credit card but we need an appointment to do that which we didn’t have...",510299946
,510299996
,510299996
"Can we make an appointment to use the su visa this week?",510299995
"Oh rad! ",510300107
"Hey i can pay you before the trip. When is good for you?",510332985
" Hbu?",510300205
"Also i have a Costco membership in case the team doesn't have one",510334095
"Was thinking about you a lot today! I miss ya beautiful girl",510300220
"Also I wanted to ask you, I invited Joslyn to come after we talked about me inviting a friend and she was wondering if she could bring David too! ",510300226
"Yeah I'm sure that'd be fine. So it looks like we will be in st George from Saturday until Wednesday. Do you guys have another tent? If not I can try and find extra here",510300308
"Yes ",510300410
"My bad I meant to do that today",510300417
"Yeah I got Phoebe one that we can use  ",510300474
"It's alright ",510300513
"I thought a lot about you today too! Fuck I'm just so stoked to see you ",510300529
"Also I'm at an underground bar with no service if I don't text back :( ",510300541
"Wow that sounds cool though!",510300564
"￼I'm gonna go to sleep but il talk to you on Sunday!",510300591
"Yeah I'll talk to you then! I love you enormously! have fun ",510300995
"Can we get the card and just by from rei? I don't think there enough time for shipping",510301048
"Lllllucas dragon",510302171
"Good one",510302174
"I can pay now",510302176
"Don't forget to reserve us a campsite at snow canyon",510309827
"That's the one by chuckwalla right?",510310105
"can someone come get me?",510323728
"Saame ",510323938
"kristen julia? i'd rather not drive off campus ",510324025
"Porter I can snag you ",510324084
"Jules are you able to get Willie ",510324128
"lemme get porter",510324167
o,510324181
lag,510324183
yes,510324189
"willie wadup",510324192
"Yeah let's do that",510324534
"Can u look into campsite reservations while I'm camping this weekend?",510324568
"pulling my car around!",510325080
"im grabbing willie will be soon",510325106
"@kristen if you're rushed maybe Julia could grab me and matt?",510325513
"i can grab rn",510325536
"That'd be awesome not sure where Kristen is",510325555
"Is Marie coming?",510325558
"I think so she didn't tell us otherwise did she?",510325576
"What's up with ya bb?",510325586
"she not",510325606
"What why",510325641
?,510325653
"Omw ",510325662
"Oh no worries ur good!",510325708
"TBH I think it's silly beta needs picking up",510325763
"Haha at least we aren't going to Julia's house ",510325831
"Yeah that's the one",510327935
"We missed 67, added an extra 30 mins to our eta ",510335408
"Hey that's ok we scheduled in some time for stuff like that just get there when you can ",510337005
"Doesn't Carlo have a car?",510343440
"Did we make an appointment yet?",510352938
"I just saw Stoney playing tennis at washu..",510361393
"I'm nominating him for sketchiest person 2017 ",510362186
"""I don't answer my phone....cuz I'm so busy""",510362227
"I think we're screwed for reservations.",510373998
"Well just have to make a list of potential campgrounds and look for walk in availability",510374016
"￼",510381872
"does that sound like what we talked about?",510422030
"wait why couldn't marie come to this? and can we ask her a jolena to come to debrief? ",510422605
"hey loves!! so we just went over debrief in our car- we're thinking we're not gonna have to set up all the tents because they're dry, so the leaders can go straight into debriefing the training, then we can give them the tg/bc/c schpeil and tell them that the things they need to get done before leaving today is 1) commanders (ill give the shpiel) and then 2) planning training 4, decide a time to meet etc",510422607
" 
perfect we said the same thing",510422715
"i'll text marie",510422716
"and stan",510422717
"and jolena",510422720
"thanks willie ❤️",510422810
"also we realized that we haven't given time for people to get gas- we assumed shut ins was 1.40 but it's actually 2 hrs away- what should we do? ",510422860
"well what do you want to do?",510423063
"people are just going to the best they can",510423070
"i'm getting taco bell ",510423092
okay,510423180
"all good we just wanted to make sure everyone's on the same page so that everyone can grab taco bell if they want ",510423232
"kind of thing ",510423235
"and some people might rush to campus to be there at 11:30 and some people might be later",510423280
"also @kristen have nom com planned stuff for when we get back? lucas heard something about that ",510423308
"ps we see you ",510423312
"she has nothing planned",510423361
"what did lucas mean?",510423382
"he thought val said something, she might have meant something else",510423412
"oh ok cool",510423429
"well if there's something it's a surprise to kristy",510423440
"yay i love surprises ",510423483
yee,510423506
"@porter can you tell stan we're going to be there at 11:30? i texted him but he didn't respond and i'm not sure i have the right number",510423604
"porter is passed out ",510423624
"i can do it",510423626
thx,510423925
"can you guys bring bars and fruit into dauten? people are hungry ",510428013
"we fsho will/ can",510428036
"👣",510429874
https://www.mountainproject.com/v/the-organ/105717012,510430410
"We’re gonna do this. Read up on cleaning aid.",510430427
"lol classic. I sent our applications to Bob by email too, so hopefully someone will respond now",510431132
"Yo gimme a call when you get a chance",510433783
"Loved “I just saw Stoney playing tennis at washu..”",510434199
"I got to talk with Stoney and he's probably the best person I've ever met",510434214
"We are going to have him over for dinner nightly ",510434224
"If this isn't some elaborate scam and we actually end up living there",510434244
"Hey nat! Just got home, how was ur weekend? Thinking about you ",510434502
"Hey! Im just leaving Malibu right now driving down PCH. My mom and I went hiking up here in Charmlee Park and stayed at a motel ",510434701
"How was the trip? I dreamt about you last night again haha ",510434725
"This a big if",510434740
"sand hollow state park group campsite",510434768
"it was awesome! such a great time! ",510434835
"what did you dream about me?",510434840
"i told a bunch of people about you last night haha",510434850
"that sounds amazing",510434865
"I can't remember! But I know it was really good cuz I woke up with that happy feeling you get after a great dream ",510435367
"What did you say about me??",510435388
"can i book now?",510436742
"or if you could book it, that’d be great too",510436758
"Change of plans: I'm booking three individual campsite for two nights at quail creek state park. Closer to st George than the previous. Slightly cheaper.",510438064
"we do this thing on the trip when we tell people our story and I told them a lot about you",510439022
"yeah we drove by quail creek last time, did you book it? how much is it per night? ",510439260
"It was 120 total for two nights",510439282
"We'll have to pay extra for additional cars",510439292
"thats what we budgeted for right?",510439298
"you paid already? ",510439336
"Thats slightly overly ",510439339
Yeah,510439341
"hey u said u can pay right>",510439345
Indeed,510439352
"could u venmo..? its ok if no",510439368
"venmo work for pay so we could pay stephanie?",510439381
"or cash works too! ",510439393
"Yeah I could venmo ",510439402
"To you?",510439403
What?,510439409
"haha that was gibberish",510439418
"could sonia venmo you her trip payment, then you can pay stephanie with venmo? gotta check if steph has venmo first",510439446
"hey do you have venmo? ",510439453
"could we pay you 150 for the car with venmo? ",510439462
"Yeah. So 100 from Sonia and 100 to steph?",510439477
"we told steph 150 i think, so 100 from sonia and 100 from someone else who can pay, then you send 150 to steph? ",510439509
Yeah,510439517
"hey you said you could pay early right?",510439531
Yeah,510439558
yep!,510439580
"ok cool! ",510439586
"do you have venmo / could pay with that by any chance?",510439600
"I think we're gonna go over budget",510439645
"why? I’m working my ass off to keep it under fuck ",510439663
"We can do our best but its just too difficult with so many people and so little resource. ",510439717
"130/person is still really affordable for a 10day trip",510439736
"yea i know / agree",510439778
"just gotta figure it out",510439787
"Things will get cheaper if we can spend some time in Moab on blm land",510439819
"yeah theres also blm land in st. george we could also try and swing",510439837
"It's gonna be okay!",510439886
"yeah haha are you saying that for me or for yourself? ",510439902
"only thing stressing me is renting a car ugh",510439910
"For me",510439910
"I’m not really worried about the rest of it, except Jun is trying to bring a crew of his friends and I’m trynna tell him that we can’t pay for them",510439943
"Like driving separate or with us?",510439963
separate,510439973
"As long as they don't steal our food",510440026
"Did John make the appt with su yet?",510440039
"haha ",510440049
"idk we just got back from camping",510440055
"He needs to do that today",510440075
"yeah I’ve tried ",510440091
"u wanna text him?",510440196
Ok,510440211
"Yeah, what is your handle?",510440448
"should we bump up the price?",510440481
"whats ur venmo?",510440497
"Not a bad idea",510440497
"whats ur venmo? ",510440502
"lets get some preliminary charges out of the way",510440512
@michael-Shang,510440536
"Maybe increase to 130",510440543
"good shit on this training man, I hope you had a good time. No stress, but when you get a minute, do you know if the bear bucks money should be in soon? Hope you don’t have too busy of a week",510440567
"yeah I was thinking that",510440572
"could you send me ur budget excel? ",510440583
"Oh yeah I love that you guys do that! I'm so happy that I'm a part of your story  ",510440661
"Sent to your wustl",510440714
thanks,510440726
"Am I going to meet any of these friends in Utah? ",510440742
"2 of them! ",510440751
"i think",510440753
"That'll be rad!",510440827
"How long did it take to tell your story? ",510440862
"Hey I think I'm vegetarian",510440892
"Also I think Molly is going to come and she is definitely vegetarian",510440907
"carlo can’t take his car over the mountains so we have to rent one",510440922
"also when are you and molly gonna be with us? ",510440932
"we are working on a tight budget here so knowing numbers would be very helpful",510440952
"idk maybe a couple hours",510440964
"In St. George",510440968
"We almost certainly won't be going to Moab",510440981
"yeah i though you were gonna be in boulder for a few days",510440983
"Gonna be with Aly in Vail",510440997
"for how long?",510441008
"Lady couldn't give me an exact date, she just said ""could be any day"". I can go back and demand an exact date ",510441013
"haha fuck idk",510441024
"I'll schedule the SU credit card appointment for Tuesday or Wednesday",510441028
"Either Sat the 11th or Sat the 11th and Sun the 12th",510441031
"jake is being a fucking pain in the ass",510441034
"then you are going to st george munday? ",510441054
monday?,510441057
"ok hype",510441061
"That's awesome ",510441067
"No, either Saturday night or Sunday night",510441082
"when should we talk about price increase? Before or after once we know how much we might need to increase it",510441105
Why?,510441106
"Also Jun might be riding with us cause he wants to ski but he's bad at responding to messages so not sure yet",510441108
"apparently he and molly are going to come and stay with us in saint george",510441121
"and may be also bringing jun in his car?",510441139
"yeah! ",510441144
"I'm okay with that. They'll have to pay as well",510441146
"i know I don’t care as long as they pay haha",510441155
"I was just thinking, It would've been cool to have heard it with me not there ",510441156
"its just more variables ya know ",510441161
"what do you mean",510441172
"We'll ski until 5pm when the mountain closes then drive the 7 hours from Vail to St George",510441177
"Yeah I guess I already knew this would happen so I'm okay with it haha",510441183
"aight ya ur right",510441195
"For budget, you can increase it now but you have to tell people they may have to pay more after.",510441233
"i think it makes sense then to wait right? ",510441244
"Yeah just so people don't get the impression we're fucked on money",510441258
"yeah i agree",510441264
"fucking car rental",510441269
"i wish jake was just coming with us that would make things way easier",510441280
"Like if you were to tell me your life story, the parts with me in them would be differently told than if you were telling other people about me haha ya know?  ",510441288
"or carlo’s car was working",510441289
"Have you asked him to consider doing that",510441290
"oh yeah exactly i agree",510441304
"no he wants to ski with aly",510441312
"and he “is definitely not going to moab”",510441324
"sorry, “almost certainly will not be going”",510441341
"What a ho",510441349
"haha so should i have the 2 people paying early venmo you 100 and tell them it might be more later",510441373
Yeah,510441383
"emily is a vegetarian",510441400
"just to know",510441402
"it honestly doesn’t make things more expensive just need to plan for it",510441419
"and jake and molly are veg",510441423
"I can't wait to hear so many stories from you. Like there are so many things to learn about you it's awesome ",510441475
"do u have the political period dates still? ",510441756
"￼",510442301
Thanks!,510442390
"yeah i can’t wait to see you! I have a crazy week of school until thursday, but them Im done!!!! ",510442432
"you can send it to michael, his is @michael-Shang. For now, you can just send 100, but I wanted to let ya know if might increase after the trip depending on what we spend. Would you be cool with paying the difference after if that happens? ",510442494
"you can send it to michael, his is @michael-Shang. For now, you can just send 100, but as a warning, the price might increase after the trip depending on what how we manage our money, cause it is tight. Would you be cool with paying the difference after if that happens? ",510442532
"thank you! ",510442535
"when you get paid, 150 to @Stephanie-Wright-66, ",510442579
"Yeah yeah let me find it real quick and I'll send u a pic ",510442635
"Savior ",510442657
"￼Haha no problem ",510442704
"Fuck yeah!! It's going to be so great ",510447632
"These are my fellow steering people! ￼",510448980
"haha they are so much better than us",510451972
"finishing that consensus like champs in no time with no hurt feelings",510451990
Guys,510452000
"I have absolute faith on this leader group ",510452010
*yall,510452014
"I am so at peace with giving them the reigns after sitting through that discussions n",510452024
"hype ya me 2",510452024
"It feels right",510452035
"Loved “I am so at peace with giving them the reigns after sitting through that discussions n”",510452038
"Loved “I am so at peace with giving them the reigns after sitting through that discussions n”",510452138
"Loved “I have absolute faith on this leader group ”",510452190
"Still waiting on Sonia",510453774
"oh ok",510453783
"Dank email ",510458411
"I made the SU appointment for 12:15 on Tuesday if you can make that. If not, Mike and I got it",510458435
"we have 900 for new gear right?",510458729
yeah,510458737
"madeleine has tents for us so we shouldn’t buy those. What do you think of a coleman, a static rope, and a dynamic rope? and like all the obscure trad gear i want but would never pay for.",510458795
"they won’t let us buy stuff we didn’t budget for",510458814
"so we gotta get the gear that we listed",510458821
"if we save money and buy it cheaper, we can get more stuff with whatever is left over i guess",510458834
"will they be open to switching the budget if i talk to them on tuesday?",510458857
no,510458864
"cause we appealed for it",510458867
"otherwise it wouldn’t be such a big deal",510458874
"ok. what did we appeal for exactly?",510458882
"Yeah no worries at all",510459130
Done,510459132
"thanks bud! ",510459144
"￼",510459205
"we don’t have the gear",510459224
"No problemo",510459272
what,510459289
"what do ya mean?",510459300
"Oh sorry",510459306
"also sonya venmoed you so you can send it to steph",510459316
sonia*,510459319
"It loaded as the suoercrack topo",510459320
haha,510459323
"Yeah got it",510459324
hahaha,510459325
"i wanna do that aid climb you sent me! in Zion?! teach me how to aid",510459339
"Also currently at an OC meeting and we're talking about gear for spring break so when you know what we need for climbing trip please let me know ",510459351
"Because we got shit to figure out",510459357
"i mean do you guys have extra gear? like can we borrow some sleeping bags and pads? ",510459378
"cause i was just gonna try and borrow from ppl not traveling over break",510459389
"Yeah let's do it. I bought aiders already. You should borrow Nathan's set. Also consider buying a daisy chain but long sling will work",510459432
"So if I buy all this and have some leftover, I can spend it on anything?",510459461
"We're gonna be real tight but do you know numbers? ",510459529
yeah,510459535
"one sec",510459537
"￼",510459583
"buy all the camping gear we requested?",510459601
Yeah.,510459609
"i bet if its closely related equipment then yes",510459623
"double check with john id say",510459630
"Ok. ",510459638
"I think we need more ropes. Can we take from OC?",510459661
"And lots of helmet",510459665
"Loved “I am so at peace with giving them the reigns after sitting through that discussions n”",510459673
"we have enough helmets more or less",510459674
"if i get mine back",510459678
"ropes we might have enough if we consolidate and borrow, and yeah I have a couple shortish oldish ropes from climbing closet we can use for TRs",510459710
Great,510459721
"We have 5 from people who signed up",510459731
"John and I are meeting SU on Tuesday. I think I'll just go shopping on Wednesday.",510459807
ok,510459818
"Oh wow ok that's not very much that's so fine ",510459821
"oh shit really thats awesome",510459831
"I mean the more stuff you could borrow the better but we could swing 3 bags and 5 pads",510459866
"the more stuff?",510459879
"I mean like from people who aren't going on any trips or who have extras",510460031
"oh yeah, il try",510460039
"So ideally come get stuff during gear hours around 6:30 on Wednesday but if that doesn't work for you just get it anytime before that lol",510460131
"Weoooo climbing team and OC working so well together ",510460143
"haha ok, i can let yal know when / what i grab",510460150
"👍👍",510460175
http://www.bigwall.com/organasm.html,510461221
"I think this would be better",510461228
"yeah thats what u sent me right?",510461233
oh,510461235
ok,510461235
"but we are gonna do the fisher tower right?",510461247
"ancient art?",510461256
yeah,510461259
"yeah there’s no aid on that",510461263
"yeah i know, but like lets do it ya know",510461275
"of course",510461283
"I…am…so…psyched",510461536
"Ahhh I love that picture! So cute ",510463443
"fuck is it ok that i like all these groupme posts… im lolling but i feel like i should damn near be leaving the group rn",510463464
"I just was thinking same thing!!!",510463479
Saaame,510463482
"haha its my favorite",510463523
"wanna see what I’m working on",510463531
"Yeah send it! ",510463539
"￼",510463578
"Feel that o well",510463619
"jaron fuckn killed me",510463749
"Did you design that? What's it for?? ",510463750
"its a design for my word / image class,",510463768
"its about circus side shows!",510463773
"yeah that is damn near one of the greatest things i've seen on groupme",510463788
"All the pictures look so good together ",510463799
thanks!,510463808
"I love the guy in the bottom left how he's facing everyone ",510463818
"I just had my group interview with REI! It was 2 hours ",510463835
"wow thats crazy",510463877
"yeah the bottom left guy is bee boy, he’s naked for some reason",510463892
"Oh I didn't even notice that was his dick haha ",510464158
"yea haha its a nude",510464167
"And yeah I thought it went well! But group interviews are always so weird ",510464176
"Like everyone's competing with eachother and there are so many people who are so obnoxious because they're trying to stand out ",510464204
"yeah they are strange, i can’t imagine doing well in one",510464221
"Haha yeah I have no idea if I was too weird ",510464247
"We did a few skits and in one I acted like a fish on a hook ",510464262
"yeah u always do ur thing where you wanna weird to be memorable",510464265
haha,510464268
"thats very u though",510464274
"I'm out with Joslyn right now but I wanna say hi to you before you go to bed can I call ya in like an hour??",510464315
"let me know when ur back and il text u ok? ",510464361
"il probably be working still ",510464365
"i mean il call u!",510464378
haha,510464381
SOS,510464765
"WHATS MY NICKNAME",510464770
"Sounds good ill let you know! ",510464962
"my phones dead, but I’m gonna head home soon so i can charge it then",510465362
"huh idk",510465365
"blander son",510465375
"Awesome yeah I'll call you in about an hour :) ",510465471
ok,510465475
Ug,510465488
"I changed it already ",510465492
"blanderson is good",510465501
Ug,510466022
"￼~fam~",510466859
"Loved “~fam~”",510467064
" i like the butt pic",510467073
"wut for",510467080
"what about bruhbecca",510467106
Tru,510467338
https://www.youtube.com/watch?v=-xeHZo-oeIE,510467990
"Yeah, i can do that",510445050
"How many can I free?",510469381
"You back? I kinda wanna sleep :/",510469399
"4 pitches. We both aid one and lead one",510469492
free*,510469518
"although one of the free pitches is really short",510469525
"I'm almost home! ",510469623
"5 mins",510469655
"Did u print your large images in whitaker?",510470019
"No printed on tabloid an taped together",510470050
"haha one of the pitches is a 5.11 hand crack roof. You can free that, right?",510470070
"Oohhhkay i see",510470097
"Yeah can I lead that pitch",510471603
"In Zion right?",510471611
"Yeah. You mean you want to free it?",510471631
"Yeah I'll free it ",510471674
"Hand cracks are bomber!",510471697
"I wanna say you're crazy but something tells me you can do it. I'll buy you beer for the whole trip if you can onsight.",510471849
"￼",510472035
"Also here are pictures of us at the airport I found I miss this day! ",510474106
"￼",510474147
"￼",510474158
"HAPPY BIRTHDAY PORTER!! love you so much dude",510500874
"i hope you have a great day :)",510500882
"Loved “HAPPY BIRTHDAY PORTER!! love you so much dude”",510501730
"Loved “HAPPY BIRTHDAY PORTER!! love you so much dude”",510504562
"Love you all ❤️",510504575
"Porter have a great day dude!",510505169
"What is good my brother! My name is Cheyne Shiroma, i know this is random... but my homie Sarah Burack shot me your contact because I needed something to do over spring break. She mentioned you might be going on a dope excursion, might you have room for another?",510507969
"If not, all good. I realize this is out there and we totally don't know each other. ",510508002
"Hey Cheyne, yeah I am going on a rock climbing trip with a big crew, we are gonna be climbing out in Utah and Colorado. You would be definitely welcome, but we are pretty tight on space and budget, and it'd probably only work if you had a car you could bring. Let me know what ya think and I can always send you more details",510520443
"A few updates for y'all. Not sure if he mentioned to anyone but bohan flaked because he has to go back to china for a family emergency. Also jun might be driving over with Jake because he wants to ski. And then they would meet up with us. The car with Parker, Lucas p and John is leaving Thursday now so Paige's car is the only one leaving Friday now. I'm thinking we plan it so we all leave at the same time if we can.",510527104
"should we drop down to three cars if jun goes with jake?",510527151
"He would presumably be driving back with us. Jake is staying a few days longer then break.  I'll double check though ",510527190
"that would save us a ton of money if we could. We could still rent the car bc it’s an suv and drop Nathan’s car since it’s so old.",510527248
"Jun said he's coming back with us because he can't stay longer. If we can find someone else to stay longer to ski and come back with Jake we could take one fewer car. ",510527488
"I mean technically without bohan we could do 3 cars now if we needed to but it will be tight with all the gear and food ",510527520
"I think if it's possible we should do three, even if it's tight ",510527790
"well there’s really only one way to find out…",510527817
"nathan also has to come back with us",510528006
"do you now what kind of car steph has?",510528051
"I know. Without bohan we'll be 14 (13 without jun if he goes with jake) on the way there and 15 on the way back ",510528115
"We could probably make that work if we can find a roof rack",510528219
"That's a really good idea ",510528267
"Don't know if our cars are compatible though ",510528302
"Paige's might be. She's driving today so check it out at practice",510528329
"Where do we even get on ",510528379
"Should be able to rent it from somewhere. Google it. ",510528442
"Another thing is if we do 3 cars we might not have enough room for Emily's dog. If she can't bring it she said she can't go on the trip. What should I tell her? ",510529094
"nothing yet",510529108
"I’m inquiring about the roof rack",510529120
"Ok. I mean if she doesn't come that's more room in the cars which would be nice but I'd feel bad ",510529162
"me too",510529182
"I’d feel bad and miss having a dog with us ",510529194
"She said it's like 50 lbs so maybe we could fit it in Paige's car ",510529255
"Hey just wanted to make sure, we're forsure going to be in Utah from Saturday the 11th to Wednesday the 15h? Are you driving back the 15th or leaving the 16th?",510529509
"the rental could add a roof rack but won’t know if available until wednesday",510529988
"If we can't get a roof rack then will we take 4 cars? I think we should if we can ",510530267
ok,510530443
"￼",510530766
"Where is that??",510531048
"Jackson park!",510531074
Beautiful,510531107
"Is it ever gonna snow?",510531116
"￼￼￼",510531117
"The Japanese garden from the World's fair",510531127
"Yeah it's gonna snow next week",510531135
"if we don’t have to use the rental car that saves us 300 - 500 bucks right? we aren’t gonna kick out emily and her dog, we need a crag dog! My girlfriend is gonna drive and meet us in st george so when she’s there, we will have another car with at least 2 spaces so that could ease up driving pressure",510531838
"we could ask that jun or someone ride with jake back? ",510531859
"if we could get down to 3 cars, that would make things probably a lot easier",510531870
"also mike did you venmo steph? ",510531878
"yeah i did",510531886
"what kind of car do ya have again? ",510531889
"awesome thank you",510531894
"I’m worried about storage space in Nathan’s car. It’s small right?",510531915
"yeah its small",510531927
"honda crv ",510531945
"Jun said he couldn't ride back with Jake but maybe we could find someone else. Also if we did 3 cars we'd have to include the rental to have enough space for gear ",510531948
thanks!,510531961
"stephs is a cry",510531975
"Nathan's car is small and has 200000 miles so it's better to take the rental instead",510531975
crv*,510531978
"yes but money",510531998
"michael what are the details on the campsites you rented? do you have a link to the website?",510532021
"Someone ask emily if she can ride back with jake",510532026
"It's offset by the money we save on gas by only taking 3 cars I think ",510532027
"we should ask the whole crew if someone is interested",510532042
"yeah gas on a car is the same price as renting a car",510532042
"The problem is jake is staying extra days and skiing at the end",510532053
"ask emily first",510532054
"why her specifically?",510532060
"because she and the dog go together. saves more room if she goes with jake.",510532075
"I’m not tryna make her feel pressured into it",510532105
"Nah. We have enough space if someone else went with Jake ",510532113
"ok let’s ask the whole group then",510532130
"Can someone text Jake to double check his plans first? ",510532135
"i will text jake",510532144
"If we can get him to only ski at the beginning (with jun) and come back on Saturday or Sunday that would be awesome",510532245
"how hard should i pressure him?",510532266
"Hard. Makes life a lot easier ",510532281
Hard,510532288
"damn you guys are intense",510532291
"Try to make him feel guilty for the “carry over” thing ",510532312
"haha oh yeah do that",510532321
"Whats the carry over thing? ",510532333
"oh shit…I just checked the forms and emily marked being down for coming back monday",510532468
"Sweet. I'll text her ",510532485
"But we still need Jake to not ski at the end ",510532503
hey,510532505
"Yeah but what is she going to do while Jake and Ali ski ",510532507
